X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.8970828479,33.409627943,95712,TE201658205         ,2016-05-16T09:30:00.000Z,1XXX S TORRE MOLINOS CIR     ,705976,876569,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,95713,TE201658193         ,2016-05-13T16:00:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9157887024,33.3805265543,95715,TE201658142         ,2015-11-01T00:00:00.000Z,1XXX E ELLIS DR     ,700268,865980,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9551019004,33.3761836018,95718,TE201657904         ,2016-05-17T20:11:00.000Z,1XXX W BASELINE RD     ,688267,864402,Point has not been altered,in VILLAGIO APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9553749185,33.4230631362,95719,TE201657863         ,2016-05-17T17:59:00.000Z,1XXX W UNIVERSITY DR     ,688190,881459,Point has not been altered,in GRANDES CORTES APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9029552666,33.3685591761,95720,TE2003124782        ,2003-07-23T03:30:00.000Z,5XXX S KENWOOD LN     ,704186,861626,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9093954722,33.4019227425,95722,TE201657819         ,2016-05-17T08:00:00.000Z,1XXX E GAYLON DR     ,702219,873765,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9593700566,33.3756902397,95724,TE2003138320        ,2003-08-15T01:00:00.000Z,1XXX W BASELINE RD     ,686964,864223,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in MISSION SPRINGS APARTMENTS           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9677315057,33.3784217588,95725,TE2003140572        ,2003-08-17T03:00:00.000Z,IXX / W BASELINE RD    ,684412,865218,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9085423462,33.4143949553,95727,TE201658384         ,2016-05-18T23:31:00.000Z,1XXX E APACHE BLVD     ,702479,878303,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8859253565,33.3882925234,95728,TE201658424         ,2016-05-19T02:12:00.000Z,2XXX E HERMOSA DR     ,709383,868807,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.949458956,33.3534502498,95737,TE2003140710        ,2003-08-19T02:55:00.000Z,7XX W GROVE PKWY    ,689987,856130,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in PINNACLE GROVE APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9128616653,33.4168220025,95738,TE2003147109        ,2003-08-28T21:30:00.000Z,1XXX S UNA AVE     ,701161,879186,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9225426326,33.4120754296,95739,TE2003149780        ,2003-06-01T21:00:00.000Z,1XXX S BONARDEN LN     ,698207,877459,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9611776077,33.3807604374,95740,TE2003156450        ,2003-09-12T01:30:00.000Z,4XXX S DARROW DR     ,686413,866068,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,PONDEROSA RANCH                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9223330677,33.4147551327,95741,TE2003159590        ,2003-09-13T00:30:00.000Z,1XXX E APACHE BLVD     ,698271,878434,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,VILLAS ON APACHE                        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9126844875,33.4212249354,95742,TE2003161414        ,2003-09-21T02:00:00.000Z,1XXX E UNIVERSITY DR     ,701215,880788,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in GATEWAY AT TEMPE APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9524330004,33.3783721412,95743,TE2003161607        ,2003-09-20T19:00:00.000Z, BASELINE RD / S HARDY DR  ,689082,865198,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9392046351,33.3900615145,95753,TE201655842         ,2016-05-12T17:00:00.000Z,3XXX S MILL AVE     ,693121,869450,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9178333462,33.41259776,95758,TE201657703         ,2016-05-13T17:45:00.000Z,1XXX E SPENCE AVE     ,699644,877649,Point has not been altered,RANCHO LAS PALMAS APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9184337854,33.4478129519,95761,TE201657737         ,2016-05-17T13:43:00.000Z,1XXX E MARIGOLD LN     ,699461,890462,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9362634285,33.3796922397,95764,TE201658521         ,2016-05-19T10:16:00.000Z,2XX E BASELINE RD    ,694018,865677,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.916302936,33.4036242197,95765,TE201658522         ,2016-05-19T10:16:00.000Z,1XXX E VERLEA DR     ,700111,874384,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9088239787,33.3437606114,95766,TE201658025         ,2016-05-17T19:30:00.000Z,1XXX E VELVET DR     ,702395,852603,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9201207845,33.3287021205,95768,TE201658489         ,2016-05-17T17:00:00.000Z,9XXX S KENNETH PL     ,698945,847124,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.96090607,33.3556042163,95772,TE201658490         ,2016-05-18T08:00:00.000Z,7XXX S PRIEST DR     ,686492,856915,Point has not been altered,METROPOINTE APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9236007833,33.4485768225,95776,TE201658505         ,2016-05-19T08:45:00.000Z,1XXX E LILAC DR     ,697885,890740,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9553282568,33.3769173595,95777,TE201658599         ,2016-05-19T13:21:00.000Z,1XXX W BASELINE RD     ,688198,864669,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9042002577,33.4124542221,95780,TE201658606         ,2016-05-19T13:36:00.000Z,1XXX E APACHE BLVD     ,703804,877597,Point has not been altered,ARBOR PARK APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9775866618,33.3801845462,95781,TE201657798         ,2016-05-17T08:10:00.000Z,2XXX W DUNBAR DR     ,681404,865861,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9038420622,33.4191383004,95783,TE201658520         ,2016-05-18T08:00:00.000Z,1XXX E HAYDEN LN     ,703913,880029,Point has not been altered,in EVERGREEN ON HAYDEN LANE APARTMENTS  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8928629544,33.4180373191,95786,TE201658673         ,2016-05-19T12:00:00.000Z,1XXX S SIESTA LN     ,707263,879629,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.952754458,33.3793862147,95807,TE201658873         ,2016-05-20T02:52:00.000Z,5XXX S HARDY DR     ,688984,865567,Point has not been altered,HIGHLAND PARK APTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9322236254,33.4133800852,95812,TE201658178         ,2016-05-18T14:21:00.000Z,3XX E 14TH ST    ,695253,877934,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9063022015,33.4017713602,95813,TE201658804         ,2016-05-19T22:27:00.000Z,2XXX S TAYLOR DR     ,703163,873710,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
